SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/7/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/8/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","4E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/9/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/10/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","4E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/11/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/12/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/13/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/15/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/16/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/17/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/18/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","1E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/19/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/20/2022","0fc067a1-65d2-46da-b24b-7a9cbe2c69bd","Bandwidth","All","All","Data Transfer Out - Free","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","b74b3f54-f998-419c-a68f-7c36693cbf84","Storage","Files v2","EU North","Cool LRS List Operations","0.0027","0.000176"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/7/2021","8f8c308d-02a6-4ba8-aa9c-88a32c494f36","Container Instances","All","FR Central","Memory Duration","10.679122","0.056599"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/8/2021","8f8c308d-02a6-4ba8-aa9c-88a32c494f36","Container Instances","All","FR Central","Memory Duration","3.205044","0.016987"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","12da282f-7e96-49e2-983a-9a65da2a4866","Storage","Tables","All","Read Operations","0.002","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/5/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.016128","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/6/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/7/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/8/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/9/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/10/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/11/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/12/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/13/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/14/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/15/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/16/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/17/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/18/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/19/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/20/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/21/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/22/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/23/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/24/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/25/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/26/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/27/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/28/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/29/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/30/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","5/31/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.032256","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","6/30/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.008064","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/1/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/2/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/3/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/4/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/5/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/6/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/7/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/8/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/9/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/10/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/11/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/12/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/13/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/14/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/15/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/16/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/17/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/18/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/19/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/20/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/21/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/22/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/23/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/24/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/25/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/26/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/27/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/28/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/29/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/30/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","7/31/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/1/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/2/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/3/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/4/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/5/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/6/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/7/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/8/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/9/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/10/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/11/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/12/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/13/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/14/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/15/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/16/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/17/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/18/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/19/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/20/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/21/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/22/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/23/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/24/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/25/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/26/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/27/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/28/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/29/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/30/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","8/31/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/1/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/2/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/3/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/4/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/5/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.064512","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/6/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.0672","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/7/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.072576","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/8/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/9/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/10/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/11/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/12/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.098112","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/13/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/14/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/15/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/16/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/17/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/18/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/19/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/20/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/21/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/22/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/23/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/24/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/25/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/26/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/27/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/28/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/29/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/30/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","10/1/2021","a90aec9f-eecb-42c7-8421-9b96716996dc","Azure App Service","Free Plan - Linux","All","F1","0.096768","0.000000"
